name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
Data Analytics for Lean Six Sigma,0.8306370936717146,Lean Six Sigma,"Lean Six Sigma, Process Improvement, Minitab, Variance Analysis, Data Visualization Software, Statistical Hypothesis Testing, Data Analysis, Descriptive Statistics, Probability Distribution, Statistical Analysis, Regression Analysis, Statistics, Correlation Analysis",12,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Lean Six Sigma; Process Improvement; Minitab; Variance Analysis; Data Visualization Software,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.34870086853980276,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8306370936717146,-0.526377378266429,0.020833333333333332,13
Introduction to Object-Oriented Programming in C++,0.7662798808355797,Program Development,"Program Development, C++ (Programming Language), Command-Line Interface, Interactive Design, Object Oriented Programming (OOP), Computer Programming",5,"By the end of the course, you will be able to write, compile and run a C++ program that takes user input and prints mess",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Program Development; C++ (Programming Language); Command-Line Interface; Interactive Design; Object Oriented Programming (OOP),Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.7662798808355797,-0.9512838803198848,0.02127659574468085,18
Innovative Governance of Large Urban Systems,1.5385664348691988,Sustainable Development,"Sustainable Development, Digital Transformation, Stakeholder Engagement, Information Technology, Social Justice, Systems Thinking, Governance, Economic Development, Community Development, Policty Analysis, Research, and Development, Case Studies, Public Administration",77,"Analyse the evolution in city planning and the related strategies impacting the creation of urban space
Analyse the evol",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Sustainable Development; Digital Transformation; Stakeholder Engagement; Information Technology; Social Justice,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,1.5385664348691988,-0.6259317431543274,0.01694915254237288,14
Art & Activity: Interactive Strategies for Engaging with Art,0.25142217814650036,Analytical Skills,"Analytical Skills, Creative Thinking, Design Thinking, Writing, Learning Styles, Self-Awareness, Learning Strategies, Empathy",37,"Understand the definition of  “activity” and other terminology used to discuss active learning
Understand the definition",Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Analytical Skills; Creative Thinking; Design Thinking; Writing; Learning Styles,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.0028528854904413,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.25142217814650036,-0.7213749561318754,0.02564102564102564,24
Prototyping,-0.5852215887232535,Usability Testing,"Usability Testing, Product Development, Mockups, Industrial Design, Prototyping, User Feedback, Product Design, Development Testing, 3D Modeling, Computer-Aided Design",78,"Students will examine the what, why, and how of prototyping.
Students will examine the what, why, and how of prototyping",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Usability Testing; Product Development; Mockups; Industrial Design; Prototyping,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.4622313838783437,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,-0.5852215887232535,-0.18869864586529006,0.038461538461538464,10
Translating Research to Communities,-1.5505797812652773,Research,"Research, Cultural Sensitivity, Health Systems, Health Policy, Epidemiology, Public Health, Research Methodologies, Health Care, Community Health, Health Disparities",77,Understand concepts of population health research and the ethical use of data science to drive advances in human health.,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Research; Cultural Sensitivity; Health Systems; Health Policy; Epidemiology,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.4622313838783437,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,-1.5505797812652773,1.3678230399786278,0.09090909090909091,10
Experimental Methods in Systems Biology,1.1524231578523891,Biology,"Biology, Biochemistry, Biotechnology, Quantitative Research, Bioinformatics, Laboratory Techniques, Mathematical Modeling, Biomedical Technology, Cell Biology, Analytical Chemistry, Molecular Biology, Laboratory Equipment",10,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Biology; Biochemistry; Biotechnology; Quantitative Research; Bioinformatics,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,1.1524231578523891,-0.6582004072053801,0.018867924528301886,12
Building Strategic Foresight Capabilities,-1.6792942069375472,Strategic Planning,"Strategic Planning, Complex Problem Solving, Systems Thinking, Trend Analysis, Emerging Technologies, Strategic Decision-Making, Organizational Strategy, Decision Making, Creativity, Business Strategy, Forecasting, Strategic Thinking, Business Transformation, Sustainable Development, Stakeholder Engagement, Innovation",28,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Strategic Planning; Complex Problem Solving; Systems Thinking; Trend Analysis; Emerging Technologies,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.6792942069375472,3.945884143346776,0.1111111111111111,48
Client Needs and Software Requirements,0.50885102949104,Scope Management,"Scope Management, Requirements Management, Requirements Elicitation, Business Requirements, Prioritization, User Story, System Requirements, User Requirements Documents, Agile Software Development, Change Control, Requirements Analysis, Acceptance Testing, Product Requirements, Client Services, Backlogs, Functional Requirement",74,"Create clear requirements to drive effective software development
Create clear requirements to drive effective software ",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Scope Management; Requirements Management; Requirements Elicitation; Business Requirements; Prioritization,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.50885102949104,-0.2258621093722612,0.023255813953488372,48
GenerativeAI for Customer Success,-0.5852215887232535,Customer Engagement,"Customer Engagement, LLM Application, AI Personalization, Customer Service, Business Ethics, Business Process Automation, Personalized Service, Generative AI Agents, Client Support, Systems Integration, Customer experience improvement, Information Privacy, Customer Success Management",75,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Customer Engagement; LLM Application; AI Personalization; Customer Service; Business Ethics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.34870086853980276,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,-0.5852215887232535,0.1537361250203718,0.038461538461538464,65
Introduction to Italian Opera,-0.19907831170644402,Musical Composition,"Musical Composition, Music, Music Performance, Music History, Performing Arts, Classical Music, Music Theory",67,Not Specified,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Musical Composition; Music; Music Performance; Music History; Performing Arts,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.2731636362964902,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,-0.19907831170644402,-0.6809486290134291,0.03125,21
Cybersecurity Policy for Water and Electricity Infrastructures,-1.2287937170846026,Cybersecurity,"Cybersecurity, NIST 800-53, Security Management, Infrastructure Security, System Monitoring, Cyber Security Policies, Cyber Risk, Risk Management Framework, Security Strategy, Cyber Security Strategy",38,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Cybersecurity; NIST 800-53; Security Management; Infrastructure Security; System Monitoring,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,-1.2287937170846026,0.5247071268131722,0.0625,30
Guitar for Beginners,-1.6792942069375472,Instrumental Music,"Instrumental Music, Music Theory, Music, Musical Composition, Music Performance",74,"Identify string names and numbers and read music notation, tablature, chord block diagrams, and fretboard maps
Identify ",Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Instrumental Music; Music Theory; Music; Musical Composition; Music Performance,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.8137851379085879,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,-1.6792942069375472,0.3186121258171721,0.1111111111111111,25
Promote the Ethical Use of Data-Driven Technologies,1.281137583524659,Data Security,"Data Security, Emerging Technologies, Diversity Awareness, Artificial Intelligence, Business Ethics, Big Data, Information Privacy, Personally Identifiable Information, Data Ethics, Responsible AI",60,"Distinguish between artificial intelligence and data science concepts.
Distinguish between artificial intelligence and d",Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Data Security; Emerging Technologies; Diversity Awareness; Artificial Intelligence; Business Ethics,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.4622313838783437,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.281137583524659,-0.7905536977249383,0.01818181818181818,10
Security and Authentication,1.216780370688524,Authentications,"Authentications, Role-Based Access Control (RBAC), Application Security, Microsoft Copilot, JSON, Application Programming Interface (API), Authorization (Computing), ASP.NET, Back-End Web Development, Secure Coding, .NET Framework, Encryption, Data Storage, Identity and Access Management, Data Security",59,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Authentications; Role-Based Access Control (RBAC); Application Security; Microsoft Copilot; JSON,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.8893223701519004,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1.216780370688524,-0.5057678781668289,0.018518518518518517,45
Fostering Engagement in the Age of Digital Distraction,-1.1644365042484677,Collaboration,"Collaboration, Creative Problem-Solving, Education Software and Technology, Innovation, Teamwork, Learning Management Systems, Classroom Management, Motivational Skills",33,Not Specified,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Collaboration; Creative Problem-Solving; Education Software and Technology; Innovation; Teamwork,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.0028528854904413,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,-1.1644365042484677,0.06644883048088933,0.058823529411764705,8
"The Great Sustainability Transition: Global challenges, Local actions",1.1524231578523891,Environmental Policy,"Environmental Policy, Sustainable Development, Climate Change Mitigation, Climate Change Adaptation, Environment, Pollution Prevention, Biology, Environmental Science, Systems Thinking, Community Organizing, Sustainable Systems",14,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Environmental Policy; Sustainable Development; Climate Change Mitigation; Climate Change Adaptation; Environment,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1.1524231578523891,-0.7141960301175009,0.018867924528301886,11
Suicide Prevention,0.38013660381877024,Demography,"Demography, Research Methodologies, Public Health, Medical Terminology, Research, Mental Health, Mental Health Diseases and Disorders, Crisis Intervention, Behavioral Health, Epidemiology, Psychotherapy",26,"Basic facts about suicidal thoughts and behaviors
Basic facts about suicidal thoughts and behaviors
The historical and m",Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Demography; Research Methodologies; Public Health; Medical Terminology; Research,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0.38013660381877024,-0.5339174392784777,0.024390243902439025,11
Smart Learning Design,-0.4565071630509837,Interactive Learning,"Interactive Learning, Instructional Design, Blended Learning, Innovation, Learning Strategies",54,"Recognize key motivations and trends shaping today’s educational landscape, identify the components of innovation in hyb",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Interactive Learning; Instructional Design; Blended Learning; Innovation; Learning Strategies,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.8137851379085879,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,-0.4565071630509837,-0.8001893081611151,0.03571428571428571,5
Machine Learning and Human Learning,0.8949943065078495,Human Computer Interaction,"Human Computer Interaction, Artificial Intelligence, Applied Machine Learning, Learning Management Systems, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Natural Language Processing, Mobile Development, Data Mining, AI Personalization, Machine Learning",36,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Human Computer Interaction; Artificial Intelligence; Applied Machine Learning; Learning Management Systems; Artificial Intelligence and Machine Learning (AI/ML),Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.8949943065078495,-0.6639142462780455,0.02040816326530612,11
Data and Urban Governance,1.216780370688524,Computing Platforms,"Computing Platforms, Data-Driven Decision-Making, Information Privacy, Social Sciences, Data Sharing, Big Data, Data Ethics, Political Sciences, Personally Identifiable Information, Policy Analysis, Public Administration, Algorithms, Data Governance, Governance, Data Analysis",39,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Computing Platforms; Data-Driven Decision-Making; Information Privacy; Social Sciences; Data Sharing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.8893223701519004,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2,1.216780370688524,-0.5057678781668289,0.018518518518518517,75
Discover Best Practice Farming for a Sustainable 2050,-0.5852215887232535,Water Resource Management,"Water Resource Management, Land Management, Environment and Resource Management, Natural Resource Management, Water Sustainability, Environmental Engineering and Restoration, Climate Change Adaptation, Sustainable Development, Community Development, Environmental Science, Sustainable Technologies",5,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Water Resource Management; Land Management; Environment and Resource Management; Natural Resource Management; Water Sustainability,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,-0.5852215887232535,-0.07455372223673616,0.038461538461538464,11
"Programming Languages, Part B",0.7019226679994448,Ruby (Programming Language),"Ruby (Programming Language), Computer Programming, Other Programming Languages, Programming Principles, Software Design, Software Architecture, Debugging, Data Structures, Functional Design",27,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Advanced,Computer Science,Ruby (Programming Language); Computer Programming; Other Programming Languages; Programming Principles; Software Design,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.7325421346843926,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,0.7019226679994448,-0.7494976184751422,0.021739130434782608,45
"Problems, Algorithms and Flowcharts",0.3157793909826353,Pseudocode,"Pseudocode, Computer Science, Data Structures, Computational Thinking, Algorithms, Program Development",75,"In this course you will learn the history of algorithms, discretisation and pseudocode and Euclidean algorithm in pseudo",Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Pseudocode; Computer Science; Data Structures; Computational Thinking; Algorithms,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.543474387102539,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,0.3157793909826353,-0.8849826799994694,0.025,30
Communicating Data Insights with Tableau,0.7662798808355797,Tableau Software,"Tableau Software, Exploratory Data Analysis, Dashboard, Data Storytelling, Presentations, Data Visualization Software, Business Intelligence, Business Reporting, Interactive Data Visualization, Stakeholder Engagement, Data-Driven Decision-Making, Data Presentation, Data Analysis, Storytelling",69,"Identify data storytelling best principles to convey business insights.
Identify data storytelling best principles to co",Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Tableau Software; Exploratory Data Analysis; Dashboard; Data Storytelling; Presentations,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.7662798808355797,-0.4461318778786247,0.02127659574468085,42
Planetary Health for Nurses,-0.9070076529039282,Environmental Science,"Environmental Science, Community Health, Public Health, Environmental Issue, Chronic Diseases, Emergency Response, Health Education, Climate Change Adaptation, Nurse Education, Health Disparities, Health Systems, Health Assessment, Infectious Diseases, Nursing",56,Increase nurses’ understanding of the links between impacts of climate change and acute and chronic threats to human hea,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Environmental Science; Community Health; Public Health; Environmental Issue; Chronic Diseases,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.6190116193458516,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,-0.9070076529039282,0.6483641274107723,0.047619047619047616,70
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),0.4444938166549051,Data Analysis Software,"Data Analysis Software, Performance Measurement, Continuous Quality Improvement (CQI), Value-Based Care, Descriptive Statistics, Data Quality, Data Integration, Patient Safety, Data Analysis, Health Policy, Statistical Inference",65,"Describe why measurement is important to quality improvement work.
Describe why measurement is important to quality impr",Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Data Analysis Software; Performance Measurement; Continuous Quality Improvement (CQI); Value-Based Care; Descriptive Statistics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.1919206330722949,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,0.4444938166549051,-0.5528753069659147,0.023809523809523808,55
OpenAI GPTs: Creating Your Own Custom AI Assistants,0.38013660381877024,Personalized Service,"Personalized Service, Prompt Engineering, AI Personalization, Verification And Validation, Generative AI, Responsible AI, Productivity Software, Expense Reports, Travel Arrangements, Artificial Intelligence, Scenario Testing, ChatGPT, Expense Management, OpenAI, LLM Application, Test Case",13,Not Specified,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Personalized Service; Prompt Engineering; AI Personalization; Verification And Validation; Generative AI,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.38013660381877024,-0.17199451070013586,0.024390243902439025,48
Intermediate Grammar Project,1.0880659450162542,Photo/Video Production and Technology,"Photo/Video Production and Technology, English Language, Multimedia, Content Creation, Writing, Electronic Media, Grammar",57,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Photo/Video Production and Technology; English Language; Multimedia; Content Creation; Writing,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.2731636362964902,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,1.0880659450162542,-0.930640649450891,0.019230769230769232,7
Healthcare Data Quality and Governance,-1.6792942069375472,Data Quality,"Data Quality, Data Literacy, Change Control, Data Governance, Health Information Management, Metadata Management, Data Validation, Technical Communication, Data Management, Medical Records, Clinical Data Management",73,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Data Quality; Data Literacy; Change Control; Data Governance; Health Information Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.1919206330722949,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.6792942069375472,2.2971241353787746,0.1111111111111111,33
Introduction to Automotive Embedded Systems,-1.5505797812652773,Embedded Systems,"Embedded Systems, Sustainable Technologies, Electronics, Artificial Intelligence, Control Systems, Internet Of Things, Electronic Systems, Systems Integration, Software Development, Reliability, Cybersecurity, Automation",70,"Recall the architecture and components of automotive embedded systems
Recall the architecture and components of automoti",Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Embedded Systems; Sustainable Technologies; Electronics; Artificial Intelligence; Control Systems,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,-1.5505797812652773,1.907417224404519,0.09090909090909091,12
Work Smarter with Microsoft Word,-1.2931509299207375,Web Content Accessibility Guidelines,"Web Content Accessibility Guidelines, Writing, Document Management, Computer Literacy, Microsoft Windows, Microsoft 365, Technical Documentation, Editing, Microsoft Word, Collaborative Software, Productivity Software, Microsoft Office",46,"How to create and maintain professional-looking reports, multi-column newsletters, résumés, and business correspondence.",Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Web Content Accessibility Guidelines; Writing; Document Management; Computer Literacy; Microsoft Windows,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.07839011773375393,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,-1.2931509299207375,1.0440665293230929,0.06666666666666667,12
Automotive Industrial Engineering,-1.5505797812652773,Innovation,"Innovation, Mechanical Engineering, Business Strategy, Operations Management, Business Management, Sustainable Business, Manufacturing Processes, Corporate Strategy, Materials science, Transportation Management, Strategic Planning, Supply Chain Management, Procurement, Industrial Engineering, Logistics, Technology Strategies",9,"Identify the fundamentals of today’s automotive industry.
Identify the fundamentals of today’s automotive industry.
Expl",Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Innovation; Mechanical Engineering; Business Strategy; Operations Management; Business Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,1.1596331209579491,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.5505797812652773,2.9866055932563027,0.09090909090909091,48
Splunk Knowledge Manager 101,1.216780370688524,Event Monitoring,"Event Monitoring, Data Analysis, Splunk, Data Processing, Business Analytics, Data Management, Data Presentation, Business Intelligence, Query Languages, Information Management, Incident Management, Big Data, Security Information and Event Management (SIEM), Dashboard",63,"Gain foundational knowledge about machine data and learn how Splunk leverages operational intelligence.
Gain foundationa",Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Event Monitoring; Data Analysis; Splunk; Data Processing; Business Analytics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,1.216780370688524,-0.5607265450990957,0.018518518518518517,42
Fundamentals of Marketing Strategy,1.1524231578523891,Marketing Management,"Marketing Management, Business Strategy, Market Analysis, Marketing, Marketing Planning, Market Dynamics, Marketing Strategy and Techniques, Target Market, Auditing, Strategic Marketing, Competitive Analysis, Analysis, Marketing Strategies",10,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Marketing Management; Business Strategy; Market Analysis; Marketing; Marketing Planning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.34870086853980276,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,1.1524231578523891,-0.6022047842932593,0.018867924528301886,65
Packaging Design: Redesign a Product for a Brand from A to Z,0.6375654551633099,Creative Design,"Creative Design, Branding, Marketing Design, Design, Typography, Product Design, Packaging and Labeling, Adobe Photoshop, Color Theory, Adobe Illustrator, Presentations, Design Strategies, Graphic Design, Competitive Analysis",77,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Creative Design; Branding; Marketing Design; Design; Typography,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6375654551633099,-0.4068422776887488,0.022222222222222223,14
