course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C142,Innovative Governance of Large Urban Systems,Social Sciences,Beginner,59,Full Stack,Sustainable Development,"Sustainable Development, Digital Transformation, Stakeholder Engagement, Information Technology, Social Justice, Systems Thinking, Governance, Economic Development, Community Development, Policty Analysis, Research, and Development, Case Studies, Public Administration",77,"Analyse the evolution in city planning and the related strategies impacting the creation of urban space
Analyse the evol",https://www.coursera.org/learn/iglus,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Sustainable Development; Digital Transformation; Stakeholder Engagement; Information Technology; Social Justice,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,59,14
C143,Art & Activity: Interactive Strategies for Engaging with Art,Arts And Humanities,Intermediate,39,ML Engineer,Analytical Skills,"Analytical Skills, Creative Thinking, Design Thinking, Writing, Learning Styles, Self-Awareness, Learning Strategies, Empathy",37,"Understand the definition of  “activity” and other terminology used to discuss active learning
Understand the definition",https://www.coursera.org/learn/art-activity,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Analytical Skills; Creative Thinking; Design Thinking; Writing; Learning Styles,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,8,39,8
C144,Prototyping,Physical Science And Engineering,Beginner,26,AI Engineer,Usability Testing,"Usability Testing, Product Development, Mockups, Industrial Design, Prototyping, User Feedback, Product Design, Development Testing, 3D Modeling, Computer-Aided Design",78,"Students will examine the what, why, and how of prototyping.
Students will examine the what, why, and how of prototyping",https://www.coursera.org/learn/prototyping,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Usability Testing; Product Development; Mockups; Industrial Design; Prototyping,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,10,26,10
C145,Translating Research to Communities,Health,Beginner,11,AI Engineer,Research,"Research, Cultural Sensitivity, Health Systems, Health Policy, Epidemiology, Public Health, Research Methodologies, Health Care, Community Health, Health Disparities",77,Understand concepts of population health research and the ethical use of data science to drive advances in human health.,https://www.coursera.org/learn/translating-research-to-communities,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Research; Cultural Sensitivity; Health Systems; Health Policy; Epidemiology,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,10,11,10
C146,Experimental Methods in Systems Biology,Health,Beginner,53,Backend Developer,Biology,"Biology, Biochemistry, Biotechnology, Quantitative Research, Bioinformatics, Laboratory Techniques, Mathematical Modeling, Biomedical Technology, Cell Biology, Analytical Chemistry, Molecular Biology, Laboratory Equipment",10,,https://www.coursera.org/learn/experimental-methods,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Biology; Biochemistry; Biotechnology; Quantitative Research; Bioinformatics,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,53,12
C147,Building Strategic Foresight Capabilities,Business,Intermediate,9,Full Stack,Strategic Planning,"Strategic Planning, Complex Problem Solving, Systems Thinking, Trend Analysis, Emerging Technologies, Strategic Decision-Making, Organizational Strategy, Decision Making, Creativity, Business Strategy, Forecasting, Strategic Thinking, Business Transformation, Sustainable Development, Stakeholder Engagement, Innovation",28,,https://www.coursera.org/learn/strategic-foresight,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Strategic Planning; Complex Problem Solving; Systems Thinking; Trend Analysis; Emerging Technologies,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,9,16
C148,Client Needs and Software Requirements,Computer Science,Intermediate,43,Data Scientist,Scope Management,"Scope Management, Requirements Management, Requirements Elicitation, Business Requirements, Prioritization, User Story, System Requirements, User Requirements Documents, Agile Software Development, Change Control, Requirements Analysis, Acceptance Testing, Product Requirements, Client Services, Backlogs, Functional Requirement",74,"Create clear requirements to drive effective software development
Create clear requirements to drive effective software ",https://www.coursera.org/learn/client-needs-and-software-requirements,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Scope Management; Requirements Management; Requirements Elicitation; Business Requirements; Prioritization,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,43,16
C149,GenerativeAI for Customer Success,Data Science,Advanced,26,ML Engineer,Customer Engagement,"Customer Engagement, LLM Application, AI Personalization, Customer Service, Business Ethics, Business Process Automation, Personalized Service, Generative AI Agents, Client Support, Systems Integration, Customer experience improvement, Information Privacy, Customer Success Management",75,,https://www.coursera.org/learn/generativeai-for-customer-success,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Customer Engagement; LLM Application; AI Personalization; Customer Service; Business Ethics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,13,26,13
C150,Introduction to Italian Opera,Arts And Humanities,Intermediate,32,AI Engineer,Musical Composition,"Musical Composition, Music, Music Performance, Music History, Performing Arts, Classical Music, Music Theory",67,,https://www.coursera.org/learn/introduction-to-italian-opera,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Musical Composition; Music; Music Performance; Music History; Performing Arts,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,7,32,7
C151,Cybersecurity Policy for Water and Electricity Infrastructures,Social Sciences,Intermediate,16,ML Engineer,Cybersecurity,"Cybersecurity, NIST 800-53, Security Management, Infrastructure Security, System Monitoring, Cyber Security Policies, Cyber Risk, Risk Management Framework, Security Strategy, Cyber Security Strategy",38,,https://www.coursera.org/learn/cybersecurity-policy-water-electricity,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Cybersecurity; NIST 800-53; Security Management; Infrastructure Security; System Monitoring,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,16,10
C152,Guitar for Beginners,Arts And Humanities,Advanced,9,ML Engineer,Instrumental Music,"Instrumental Music, Music Theory, Music, Musical Composition, Music Performance",74,"Identify string names and numbers and read music notation, tablature, chord block diagrams, and fretboard maps
Identify ",https://www.coursera.org/learn/guitar,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Advanced,Arts And Humanities,Instrumental Music; Music Theory; Music; Musical Composition; Music Performance,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,5,9,5
C153,Promote the Ethical Use of Data-Driven Technologies,Data Science,Beginner,55,Data Scientist,Data Security,"Data Security, Emerging Technologies, Diversity Awareness, Artificial Intelligence, Business Ethics, Big Data, Information Privacy, Personally Identifiable Information, Data Ethics, Responsible AI",60,"Distinguish between artificial intelligence and data science concepts.
Distinguish between artificial intelligence and d",https://www.coursera.org/learn/promote-ethical-data-driven-technologies,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Data Security; Emerging Technologies; Diversity Awareness; Artificial Intelligence; Business Ethics,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,10,55,10
C154,Security and Authentication,Computer Science,Intermediate,54,Backend Developer,Authentications,"Authentications, Role-Based Access Control (RBAC), Application Security, Microsoft Copilot, JSON, Application Programming Interface (API), Authorization (Computing), ASP.NET, Back-End Web Development, Secure Coding, .NET Framework, Encryption, Data Storage, Identity and Access Management, Data Security",59,,https://www.coursera.org/learn/security-and-authentication,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Authentications; Role-Based Access Control (RBAC); Application Security; Microsoft Copilot; JSON,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,15,54,15
C155,Fostering Engagement in the Age of Digital Distraction,Personal Development,Beginner,17,Full Stack,Collaboration,"Collaboration, Creative Problem-Solving, Education Software and Technology, Innovation, Teamwork, Learning Management Systems, Classroom Management, Motivational Skills",33,,https://www.coursera.org/learn/fostering-engagement-in-the-age-of-digital-distraction,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Collaboration; Creative Problem-Solving; Education Software and Technology; Innovation; Teamwork,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,8,17,8
C156,"The Great Sustainability Transition: Global challenges, Local actions",Physical Science And Engineering,Beginner,53,Data Scientist,Environmental Policy,"Environmental Policy, Sustainable Development, Climate Change Mitigation, Climate Change Adaptation, Environment, Pollution Prevention, Biology, Environmental Science, Systems Thinking, Community Organizing, Sustainable Systems",14,,https://www.coursera.org/learn/sustainability-global-challenges-and-local-actions,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Beginner,Physical Science And Engineering,Environmental Policy; Sustainable Development; Climate Change Mitigation; Climate Change Adaptation; Environment,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,53,11
C157,Suicide Prevention,Personal Development,Beginner,41,Backend Developer,Demography,"Demography, Research Methodologies, Public Health, Medical Terminology, Research, Mental Health, Mental Health Diseases and Disorders, Crisis Intervention, Behavioral Health, Epidemiology, Psychotherapy",26,"Basic facts about suicidal thoughts and behaviors
Basic facts about suicidal thoughts and behaviors
The historical and m",https://www.coursera.org/learn/suicide-prevention,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Demography; Research Methodologies; Public Health; Medical Terminology; Research,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,41,11
C158,Smart Learning Design,Social Sciences,Beginner,28,Backend Developer,Interactive Learning,"Interactive Learning, Instructional Design, Blended Learning, Innovation, Learning Strategies",54,"Recognize key motivations and trends shaping today’s educational landscape, identify the components of innovation in hyb",https://www.coursera.org/learn/smart-learning-design,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Interactive Learning; Instructional Design; Blended Learning; Innovation; Learning Strategies,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,5,28,5
C159,Machine Learning and Human Learning,Social Sciences,Beginner,49,Full Stack,Human Computer Interaction,"Human Computer Interaction, Artificial Intelligence, Applied Machine Learning, Learning Management Systems, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Natural Language Processing, Mobile Development, Data Mining, AI Personalization, Machine Learning",36,,https://www.coursera.org/learn/machine-learning-and-human-learning,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Human Computer Interaction; Artificial Intelligence; Applied Machine Learning; Learning Management Systems; Artificial Intelligence and Machine Learning (AI/ML),Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,49,11
C160,Data and Urban Governance,Social Sciences,Advanced,54,AI Engineer,Computing Platforms,"Computing Platforms, Data-Driven Decision-Making, Information Privacy, Social Sciences, Data Sharing, Big Data, Data Ethics, Political Sciences, Personally Identifiable Information, Policy Analysis, Public Administration, Algorithms, Data Governance, Governance, Data Analysis",39,,https://www.coursera.org/learn/data-urban-governance,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Computing Platforms; Data-Driven Decision-Making; Information Privacy; Social Sciences; Data Sharing,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,54,15
C161,Discover Best Practice Farming for a Sustainable 2050,Health,Beginner,26,Data Analyst,Water Resource Management,"Water Resource Management, Land Management, Environment and Resource Management, Natural Resource Management, Water Sustainability, Environmental Engineering and Restoration, Climate Change Adaptation, Sustainable Development, Community Development, Environmental Science, Sustainable Technologies",5,,https://www.coursera.org/learn/best-practice-farming-sustainable-2050,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Water Resource Management; Land Management; Environment and Resource Management; Natural Resource Management; Water Sustainability,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,26,11
C162,"Programming Languages, Part B",Computer Science,Advanced,46,Data Analyst,Ruby (Programming Language),"Ruby (Programming Language), Computer Programming, Other Programming Languages, Programming Principles, Software Design, Software Architecture, Debugging, Data Structures, Functional Design",27,,https://www.coursera.org/learn/programming-languages-part-b,Introduces key concepts and practical applications of None.,Computer Science,High,High,Advanced,Computer Science,Ruby (Programming Language); Computer Programming; Other Programming Languages; Programming Principles; Software Design,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,9,46,9
C163,"Problems, Algorithms and Flowcharts",Data Science,Advanced,40,Backend Developer,Pseudocode,"Pseudocode, Computer Science, Data Structures, Computational Thinking, Algorithms, Program Development",75,"In this course you will learn the history of algorithms, discretisation and pseudocode and Euclidean algorithm in pseudo",https://www.coursera.org/learn/problems-algorithms-and-flowcharts,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Pseudocode; Computer Science; Data Structures; Computational Thinking; Algorithms,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,6,40,6
C164,Communicating Data Insights with Tableau,Data Science,Intermediate,47,Backend Developer,Tableau Software,"Tableau Software, Exploratory Data Analysis, Dashboard, Data Storytelling, Presentations, Data Visualization Software, Business Intelligence, Business Reporting, Interactive Data Visualization, Stakeholder Engagement, Data-Driven Decision-Making, Data Presentation, Data Analysis, Storytelling",69,"Identify data storytelling best principles to convey business insights.
Identify data storytelling best principles to co",https://www.coursera.org/learn/communicating-data-insights-with-tableau,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Tableau Software; Exploratory Data Analysis; Dashboard; Data Storytelling; Presentations,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,47,14
C165,Planetary Health for Nurses,Health,Advanced,21,Full Stack,Environmental Science,"Environmental Science, Community Health, Public Health, Environmental Issue, Chronic Diseases, Emergency Response, Health Education, Climate Change Adaptation, Nurse Education, Health Disparities, Health Systems, Health Assessment, Infectious Diseases, Nursing",56,Increase nurses’ understanding of the links between impacts of climate change and acute and chronic threats to human hea,https://www.coursera.org/learn/planetary-health-for-nurses-ysn,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Environmental Science; Community Health; Public Health; Environmental Issue; Chronic Diseases,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,21,14
C166,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Health,Advanced,42,Data Scientist,Data Analysis Software,"Data Analysis Software, Performance Measurement, Continuous Quality Improvement (CQI), Value-Based Care, Descriptive Statistics, Data Quality, Data Integration, Patient Safety, Data Analysis, Health Policy, Statistical Inference",65,"Describe why measurement is important to quality improvement work.
Describe why measurement is important to quality impr",https://www.coursera.org/learn/patient-safety-measurement,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Data Analysis Software; Performance Measurement; Continuous Quality Improvement (CQI); Value-Based Care; Descriptive Statistics,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,42,11
C167,OpenAI GPTs: Creating Your Own Custom AI Assistants,Data Science,Intermediate,41,Backend Developer,Personalized Service,"Personalized Service, Prompt Engineering, AI Personalization, Verification And Validation, Generative AI, Responsible AI, Productivity Software, Expense Reports, Travel Arrangements, Artificial Intelligence, Scenario Testing, ChatGPT, Expense Management, OpenAI, LLM Application, Test Case",13,,https://www.coursera.org/learn/openai-custom-gpts,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Personalized Service; Prompt Engineering; AI Personalization; Verification And Validation; Generative AI,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,41,16
C168,Intermediate Grammar Project,Language Learning,Beginner,52,Full Stack,Photo/Video Production and Technology,"Photo/Video Production and Technology, English Language, Multimedia, Content Creation, Writing, Electronic Media, Grammar",57,,https://www.coursera.org/learn/intermediate-grammar-capstone,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Photo/Video Production and Technology; English Language; Multimedia; Content Creation; Writing,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,7,52,7
C169,Healthcare Data Quality and Governance,Health,Intermediate,9,Full Stack,Data Quality,"Data Quality, Data Literacy, Change Control, Data Governance, Health Information Management, Metadata Management, Data Validation, Technical Communication, Data Management, Medical Records, Clinical Data Management",73,,https://www.coursera.org/learn/healthcare-data-quality-governance,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Data Quality; Data Literacy; Change Control; Data Governance; Health Information Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,11,9,11
C170,Introduction to Automotive Embedded Systems,Data Science,Beginner,11,Data Scientist,Embedded Systems,"Embedded Systems, Sustainable Technologies, Electronics, Artificial Intelligence, Control Systems, Internet Of Things, Electronic Systems, Systems Integration, Software Development, Reliability, Cybersecurity, Automation",70,"Recall the architecture and components of automotive embedded systems
Recall the architecture and components of automoti",https://www.coursera.org/learn/introduction-to-automotive-embedded-systems,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Embedded Systems; Sustainable Technologies; Electronics; Artificial Intelligence; Control Systems,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,11,12
C171,Work Smarter with Microsoft Word,Information Technology,Beginner,15,AI Engineer,Web Content Accessibility Guidelines,"Web Content Accessibility Guidelines, Writing, Document Management, Computer Literacy, Microsoft Windows, Microsoft 365, Technical Documentation, Editing, Microsoft Word, Collaborative Software, Productivity Software, Microsoft Office",46,"How to create and maintain professional-looking reports, multi-column newsletters, résumés, and business correspondence.",https://www.coursera.org/learn/microsoft-word-work-smarter,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Web Content Accessibility Guidelines; Writing; Document Management; Computer Literacy; Microsoft Windows,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,12,15,12
C172,Automotive Industrial Engineering,Business,Intermediate,11,Full Stack,Innovation,"Innovation, Mechanical Engineering, Business Strategy, Operations Management, Business Management, Sustainable Business, Manufacturing Processes, Corporate Strategy, Materials science, Transportation Management, Strategic Planning, Supply Chain Management, Procurement, Industrial Engineering, Logistics, Technology Strategies",9,"Identify the fundamentals of today’s automotive industry.
Identify the fundamentals of today’s automotive industry.
Expl",https://www.coursera.org/learn/automotive-industrial-engineering,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Innovation; Mechanical Engineering; Business Strategy; Operations Management; Business Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,11,16
C173,Splunk Knowledge Manager 101,Information Technology,Intermediate,54,Data Analyst,Event Monitoring,"Event Monitoring, Data Analysis, Splunk, Data Processing, Business Analytics, Data Management, Data Presentation, Business Intelligence, Query Languages, Information Management, Incident Management, Big Data, Security Information and Event Management (SIEM), Dashboard",63,"Gain foundational knowledge about machine data and learn how Splunk leverages operational intelligence.
Gain foundationa",https://www.coursera.org/learn/splunk-knowledge-manager-101,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Event Monitoring; Data Analysis; Splunk; Data Processing; Business Analytics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,54,14
C174,Fundamentals of Marketing Strategy,Business,Advanced,53,AI Engineer,Marketing Management,"Marketing Management, Business Strategy, Market Analysis, Marketing, Marketing Planning, Market Dynamics, Marketing Strategy and Techniques, Target Market, Auditing, Strategic Marketing, Competitive Analysis, Analysis, Marketing Strategies",10,,https://www.coursera.org/learn/fundamentals-of-marketing-strategy,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Marketing Management; Business Strategy; Market Analysis; Marketing; Marketing Planning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,13,53,13
C175,Packaging Design: Redesign a Product for a Brand from A to Z,Computer Science,Beginner,45,ML Engineer,Creative Design,"Creative Design, Branding, Marketing Design, Design, Typography, Product Design, Packaging and Labeling, Adobe Photoshop, Color Theory, Adobe Illustrator, Presentations, Design Strategies, Graphic Design, Competitive Analysis",77,,https://www.coursera.org/learn/packaging-design-redesign-a-product-for-a-brand-from-a-to-z,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Creative Design; Branding; Marketing Design; Design; Typography,Unknown,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,45,14
C176,"Statistics and Data Analysis with Excel, Part 1",Data Science,Intermediate,60,Data Scientist,Data Transformation,"Data Transformation, Data Analysis, Statistics, Scatter Plots, Histogram, Excel Formulas, Microsoft Excel, Data Cleansing, Statistical Visualization, Descriptive Statistics, Probability & Statistics, Probability Distribution, Box Plots, Probability",4,"Calculate descriptive statistics (traditional and robust estimators).
Calculate descriptive statistics (traditional and ",https://www.coursera.org/learn/statistics-and-data-analysis-with-excel-part-1,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Data Transformation; Data Analysis; Statistics; Scatter Plots; Histogram,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,60,14
C177,Better Business Writing in English,Language Learning,Intermediate,8,Full Stack,Presentations,"Presentations, Proposal Writing, Grammar, Business Writing, Peer Review, Editing, Business Communication, Microsoft PowerPoint, Writing and Editing, Writing, English Language, Business Correspondence, Language Competency, Report Writing",66,,https://www.coursera.org/learn/business-writing-english,Introduces key concepts and practical applications of None.,Language Learning,High,High,Intermediate,Language Learning,Presentations; Proposal Writing; Grammar; Business Writing; Peer Review,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,8,14
C178,Training and Learning Online,Personal Development,Beginner,52,Data Scientist,Communication,"Communication, Collaboration, Critical Thinking, Learning Strategies, Self-Awareness, Collaborative Software, Digital Communications, Technical Communication",31,"Develop effective online learning strategies that work for you, and produce useful and reflective notes.
Develop effecti",https://www.coursera.org/learn/training-and-learning-online,Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Communication; Collaboration; Critical Thinking; Learning Strategies; Self-Awareness,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,8,52,8
C179,"Anatomy & Physiology: Fluids, Transport, and Defense",Health,Intermediate,59,Full Stack,Capillary,"Capillary, Anatomy, Patient Evaluation, Pathology, Hemodynamics, Physiology, Immunology, Hematology, Cardiology",11,,https://www.coursera.org/learn/anatomy-physiology-fluids-transport-defense,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Capillary; Anatomy; Patient Evaluation; Pathology; Hemodynamics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,9,59,9
C180,Observational Methods and Qualitative Data Analysis,Health,Advanced,11,Data Analyst,Research Methodologies,"Research Methodologies, Data Collection, Social Sciences, Case Studies, Anthropology, Cultural Diversity, Data Analysis, Psychology, Research, Qualitative Research, Interviewing Skills",15,"Understand the utility of observation and the researcher's role in the observation space.
Understand the utility of obse",https://www.coursera.org/learn/observational-methods-and-qualitative-data-analysis,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Research Methodologies; Data Collection; Social Sciences; Case Studies; Anthropology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,11,11
C181,Real Estate Financial Modeling,Business,Intermediate,14,Data Scientist,Return On Investment,"Return On Investment, Financial Modeling, Property and Real Estate, Financial Analysis, Risk Analysis, Forecasting, Cash Flow Forecasting, Risk Management, Real Estate, Investments, Investment Management, Commercial Real Estate, Financial Forecasting",57,"Analyze real estate financial modeling concepts and modify models to meet specific needs.
Analyze real estate financial ",https://www.coursera.org/learn/real-estate-financial-modeling,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Return On Investment; Financial Modeling; Property and Real Estate; Financial Analysis; Risk Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,14,13
C182,IT Systems Design and Analysis,Information Technology,Intermediate,17,ML Engineer,Systems Analysis,"Systems Analysis, Digital Transformation, Agile Methodology, Business Communication, Business Analysis, Systems Architecture, Prototyping, Business Process, Data Modeling, Workflow Management, Solution Design, Systems Design, Information Technology, Business Transformation, Computer Science, Product Lifecycle Management, Business Process Modeling, Risk Management, Process Flow Diagrams, Enterprise Resource Planning",24,"Create data flow diagrams, entity-relationship diagrams, and unified modeling language diagrams to visualize data, syste",https://www.coursera.org/learn/it-systems-design-and-analysis,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Systems Analysis; Digital Transformation; Agile Methodology; Business Communication; Business Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,20,17,20
